project_name,duration,emissions_rate,gpu_power,ram_power
distilbert-base-uncased_pretrained_wikitext_4,1767.1015711098182,19.923243441728047,617.4310487804878,70.34576797485352
distilbert-base-uncased_random_wikitext_4,1773.6597137279118,19.836212883907216,618.2718865979382,70.34576797485352
distilgpt2_pretrained_wikitext_4,1755.9113758678752,19.843328735621974,618.8587136929461,70.34576797485352
distilgpt2_random_wikitext_4,1683.3799069339912,19.848617263000435,337.0858473741794,70.34576797485352
